0.000000000000000000e+00,3.668173632999999882e+03,8.134781865999999582e+02,9.211229278000000704e+03,6.048917989999999918e+03,5.944145779999999831e+03,8.303242645000000266e+03,9.347352473000000828e+03,3.094715478000000076e+03,2.688567619999999806e+03,4.964265155000000050e+03,5.044216432000000168e+03,4.458676741000000220e+03,4.211902621999999610e+03,2.445747625999999855e+03,9.420915455000000293e+03,3.779600217000000157e+03,3.897375876999999946e+03,5.166432805000000371e+03,4.966386316000000079e+03,6.719336792000000059e+03,3.149279949000000215e+03,2.675774747999999818e+03,1.416662927000000082e+03,3.356993054999999913e+03,3.672021041999999852e+03,5.036984059999999772e+03,4.833008203000000321e+03,5.259366992999999638e+03,5.157899999999999636e+03,8.150933396999999786e+03,8.146763412999999673e+03,5.081478782000000137e+03,5.088879761000000144e+03,6.172264446999999564e+03,7.043743328999999903e+03,5.473383794999999736e+03,7.768012287999999899e+03,8.669106256999999459e+03,7.359856184999999641e+03,6.597247226999999839e+03,5.392609480000000076e+03,7.362715208999999959e+03,9.999147644000000582e+03,5.244090022999999746e+03
3.668173632999999882e+03,0.000000000000000000e+00,2.867573092000000088e+03,1.287746716999999990e+04,9.709288878999999724e+03,7.332274629999999888e+03,1.062238513000000057e+04,1.280670203000000038e+04,3.035356968999999935e+03,6.181558296000000155e+03,8.627718777000000046e+03,8.712101097000000664e+03,4.060010217000000011e+03,3.860651563999999780e+03,6.113767310999999609e+03,1.307439538999999968e+04,7.273537027000000307e+03,7.524036428000000342e+03,8.795898945000000822e+03,8.629736248999999589e+03,1.037650513999999930e+04,6.798096940000000359e+03,6.006901339000000007e+03,4.666246600000000399e+03,5.853283608000000413e+02,4.172529209000000350e+00,7.240013127999999597e+03,6.682160716999999750e+03,6.599833096000000296e+03,7.333024937000000136e+03,1.158382180999999946e+04,1.157966940000000068e+04,7.220738916000000245e+03,7.178551771999999801e+03,8.038402540000000045e+03,1.030823260999999911e+04,7.870134941999999683e+03,1.111968778999999995e+04,1.112047112999999990e+04,9.298816544999999678e+03,9.676852398000000903e+03,8.536233591000000160e+03,9.308283163000000059e+03,1.152426714999999967e+04,7.247621557999999823e+03
8.134781865999999582e+02,2.867573092000000088e+03,0.000000000000000000e+00,1.001942942000000039e+04,6.841815918000000238e+03,5.964803507999999965e+03,8.627782697000000553e+03,1.004726778999999988e+04,2.566387634000000162e+03,3.470372425000000021e+03,5.774888061999999991e+03,5.847131185000000187e+03,3.984539020000000164e+03,3.731148854999999912e+03,3.250227507000000060e+03,1.020864560999999958e+04,4.478166143000000375e+03,4.665817876000000069e+03,5.937787511000000450e+03,5.777054629999999634e+03,7.509564198000000033e+03,3.932119896000000153e+03,3.284724466000000120e+03,1.940150883000000022e+03,2.590620816000000104e+03,2.871488507999999911e+03,5.274082602999999835e+03,4.953287091000000146e+03,5.245912067000000206e+03,5.389259976000000279e+03,8.838557392000000618e+03,8.834385416999999507e+03,5.299500849000000017e+03,5.291501436999999896e+03,6.333528991000000133e+03,7.664865050999999767e+03,5.782697659000000385e+03,8.423943847000000460e+03,9.036026942000000417e+03,7.562995603999999730e+03,7.149666718000000401e+03,5.958439956999999595e+03,7.567781681000000390e+03,1.012073183000000063e+04,5.424215597999999773e+03
9.211229278000000704e+03,1.287746716999999990e+04,1.001942942000000039e+04,0.000000000000000000e+00,3.288802804999999807e+03,1.057719733000000087e+04,9.083402996999999232e+03,4.030758265999999821e+03,1.143843634000000020e+04,6.871743682999999692e+03,4.251329219000000194e+03,4.183786019000000124e+03,1.223583355999999912e+04,1.208294798000000083e+04,6.770138439999999719e+03,1.356006640999999945e+03,6.092090704000000187e+03,5.516875218000000132e+03,4.339763961999999992e+03,4.249437141999999767e+03,2.707674606000000040e+03,6.147109800999999607e+03,7.372918144000000211e+03,8.474254014000000097e+03,1.252849317999999948e+04,1.288126850000000013e+04,8.912259056000000783e+03,9.585015762999999424e+03,1.049263757000000078e+04,8.968854488999999376e+03,4.179624007999999776e+03,4.179829241000000366e+03,9.042576635999999780e+03,9.142518799999999828e+03,9.713138323999999557e+03,5.368655713000000105e+03,8.470824156000000585e+03,4.771306344999999965e+03,8.783686633999999685e+03,9.828886140000000523e+03,6.278712660999999571e+03,6.345599554000000353e+03,9.813768043000000034e+03,1.196027584000000024e+04,9.319252583999999842e+03
6.048917989999999918e+03,9.709288878999999724e+03,6.841815918000000238e+03,3.288802804999999807e+03,0.000000000000000000e+00,7.605814156000000366e+03,6.951944510999999693e+03,4.061743115000000216e+03,8.150107524000000012e+03,4.030458955999999944e+03,1.359058770000000095e+03,1.069117214999999987e+03,8.963547258000000511e+03,8.804909605999999258e+03,3.612700097999999798e+03,3.376404774000000089e+03,2.816933128000000124e+03,2.238092204999999922e+03,1.067109535000000051e+03,1.359865821000000096e+03,6.760417294999999740e+02,2.915009738000000198e+03,4.084574716000000080e+03,5.205737460000000283e+03,9.402189678000000640e+03,9.713214061000000584e+03,5.911477687999999944e+03,6.508282723999999689e+03,7.415816310000000158e+03,5.987768909999999778e+03,3.223532798000000184e+03,3.220434549999999945e+03,6.042207849999999780e+03,6.137146998999999596e+03,6.878471760999999788e+03,3.370766337000000021e+03,5.590256083999999646e+03,3.353713215000000218e+03,6.848760258999999678e+03,7.273000608000000284e+03,3.944553395999999793e+03,3.516247353000000203e+03,7.260998682000000372e+03,9.752135062999999718e+03,6.330553751000000375e+03
5.944145779999999831e+03,7.332274629999999888e+03,5.964803507999999965e+03,1.057719733000000087e+04,7.605814156000000366e+03,0.000000000000000000e+00,3.701653345000000172e+03,8.253272742999999537e+03,4.297010854000000108e+03,7.340583765999999741e+03,7.561746850999999879e+03,7.277049063999999817e+03,3.632233803999999964e+03,3.716675968000000012e+03,6.130265750999999909e+03,9.983175763999999617e+03,5.120150421000000279e+03,5.980891574000000219e+03,6.604442997000000105e+03,7.565885881000000154e+03,7.986298598999999740e+03,5.952075625000000400e+03,4.491585071000000426e+03,4.783297008999999889e+03,7.529686703000000307e+03,7.335856450000000223e+03,1.694561905000000024e+03,1.254206521999999950e+03,7.417489063000000442e+02,1.620209178000000065e+03,7.168348367999999937e+03,7.165302160000000185e+03,1.564094446999999946e+03,1.470859983000000057e+03,1.102694721999999956e+03,5.593612027999999555e+03,2.124418945999999778e+03,6.480786313999999948e+03,4.310082811999999649e+03,2.135026484999999866e+03,4.605622161000000233e+03,4.232732329000000391e+03,2.149485565999999835e+03,4.222577177999999549e+03,1.275265345000000025e+03
8.303242645000000266e+03,1.062238513000000057e+04,8.627782697000000553e+03,9.083402996999999232e+03,6.951944510999999693e+03,3.701653345000000172e+03,0.000000000000000000e+00,5.709055981999999858e+03,7.670026783000000250e+03,8.607289924999999130e+03,7.567298853000000236e+03,7.165445921000000453e+03,7.273947546000000330e+03,7.322886999000000287e+03,7.356974315999999817e+03,8.104982135000000198e+03,5.650772401999999602e+03,6.390087446000000455e+03,6.284990012000000206e+03,7.571210261000000173e+03,7.021654873999999836e+03,6.797528441000000385e+03,5.908387154000000010e+03,6.900853548000000046e+03,1.070487515999999960e+04,1.062631013999999959e+04,3.400740608000000066e+03,3.953986010000000078e+03,4.282374837999999727e+03,3.299237586000000192e+03,4.983249286000000211e+03,4.981964761000000181e+03,3.407257197999999789e+03,3.444825104000000010e+03,2.693064444000000094e+03,3.752244658000000072e+03,2.845120680999999877e+03,4.330692028000000391e+03,6.310905481999999438e+02,1.607302447999999913e+03,3.007790797000000111e+03,3.730381387999999788e+03,1.590051889000000074e+03,2.878514729999999872e+03,3.378347366999999849e+03
9.347352473000000828e+03,1.280670203000000038e+04,1.004726778999999988e+04,4.030758265999999821e+03,4.061743115000000216e+03,8.253272742999999537e+03,5.709055981999999858e+03,0.000000000000000000e+00,1.056190864999999940e+04,7.899892206999999871e+03,5.395533193999999639e+03,5.033814911999999822e+03,1.091096695000000000e+04,1.083306262000000061e+04,7.139639272000000346e+03,2.747113096999999925e+03,5.571482906999999614e+03,5.568359159999999974e+03,4.425518130999999812e+03,5.397006795000000238e+03,3.553123461000000134e+03,6.341746170999999777e+03,6.800344232000000375e+03,8.147570394000000306e+03,1.262244543999999951e+04,1.281084936999999991e+04,6.840937461999999869e+03,7.620928818000000319e+03,8.435712824000000182e+03,6.844476764000000003e+03,1.231205380999999988e+03,1.235277151000000003e+03,6.952598418999999922e+03,7.051157366000000366e+03,7.201011464000000160e+03,2.735270606000000043e+03,6.208766480999999658e+03,1.822141301000000112e+03,5.259206559999999627e+03,6.868597085000000334e+03,3.677234884999999849e+03,4.481185728999999810e+03,6.850725504000000001e+03,8.473318373000000065e+03,7.166753896000000168e+03
3.094715478000000076e+03,3.035356968999999935e+03,2.566387634000000162e+03,1.143843634000000020e+04,8.150107524000000012e+03,4.297010854000000108e+03,7.670026783000000250e+03,1.056190864999999940e+04,0.000000000000000000e+00,5.644601281000000199e+03,7.383175255000000107e+03,7.322131940999999642e+03,1.427219552000000022e+03,1.173004453999999896e+03,4.959641504999999597e+03,1.134692605000000003e+04,5.384043518999999833e+03,5.928210194000000229e+03,7.112659020000000055e+03,7.386320866000000024e+03,8.760713623999999982e+03,5.375416565000000446e+03,4.072944484000000102e+03,3.049258492999999817e+03,3.263286349999999857e+03,3.038926339999999982e+03,4.350394506999999976e+03,3.716625399000000016e+03,3.565941362000000026e+03,4.429004928999999720e+03,9.333669659999999567e+03,9.329676779999999781e+03,4.310665382999999565e+03,4.255007502999999815e+03,5.035924210000000130e+03,7.898021617999999762e+03,5.020089133000000402e+03,8.776781057000000146e+03,8.198259449999999561e+03,6.289042922999999973e+03,7.125801083999999719e+03,6.101740831000000071e+03,6.299329450000000179e+03,8.493894236000000092e+03,4.296524644000000080e+03
2.688567619999999806e+03,6.181558296000000155e+03,3.470372425000000021e+03,6.871743682999999692e+03,4.030458955999999944e+03,7.340583765999999741e+03,8.607289924999999130e+03,7.899892206999999871e+03,5.644601281000000199e+03,0.000000000000000000e+00,2.717737371000000167e+03,2.962771894999999859e+03,6.892584174999999959e+03,6.663703604999999698e+03,1.269668697000000066e+03,7.325507090000000062e+03,3.006553183999999874e+03,2.490722795000000133e+03,3.476302634000000126e+03,2.718271165999999994e+03,4.691808898000000227e+03,1.854551733000000013e+03,2.894260094000000208e+03,2.810711102000000210e+03,5.762981563000000278e+03,6.185006237999999939e+03,5.941204278999999588e+03,6.091363185999999587e+03,6.800202446000000236e+03,6.062573249000000033e+03,6.835902318000000378e+03,6.831983446000000185e+03,6.036041817000000265e+03,6.087273334999999861e+03,7.168694478999999774e+03,6.184573596999999609e+03,6.090579230000000280e+03,6.662207094000000325e+03,8.796940706999999747e+03,8.132015406000000439e+03,6.123235058000000208e+03,5.009061513999999988e+03,8.128661312999999609e+03,1.088014768000000004e+04,6.286868730999999570e+03
